Claim_ID,Customer_Age,Policy_Type,Policy_Tenure_Years,Claim_Amount,Incident_Type,Incident_Date,Claim_Submission_Date,Previous_Claim_Count,Vehicle_Age,Repair_Estimate,Final_Invoice_Amount,Police_Report_Available,Witness_Available,Location,Customer_Description,Fraud or Risk_Label
CLM00252,39,Comprehensive,1.4,14711.4,Windshield Damage,07-04-2024,11-04-2024,2,4,13963.21,15052.12,Yes,Yes,,Minor collision while reversing out of a parking spot.,0
CLM01126,30,Comprehensive,2.1,43780.97,Natural Disaster,13-04-2024,14-04-2024,1,1,40163.09,44116.89,Yes,No,Lucknow,Windshield cracked due to a stone hit on the highway.,0
CLM01121,49,Comprehensive,1.6,30661.55,Fire,10-01-2025,18-01-2025,0,2,30607.1,31685.42,,Yes,Delhi,,0
CLM00213,33,Comprehensive,0.7,40923.58,Fire,29-04-2025,04-05-2025,0,1,36448.22,40632.06,No,No,Nagpur,Customer requested cash settlement instead of repair.,1
CLM00441,47,Third-Party,4.1,14489.88,Vandalism,17-02-2023,18-02-2023,4,7,13912.26,15136.95,Yes,Yes,Kolkata,Windshield cracked due to a stone hit on the highway.,0
CLM00458,39,Comprehensive,5.8,34410.28,Fire,09-11-2024,17-11-2024,1,1,32321.09,34197.76,Yes,Yes,Kolkata,Incident reported late at night with no witnesses.,1
CLM00565,29,Third-Party Fire & Theft,2.6,12069.6,Injury/Accident,16-07-2024,01-08-2024,1,2,12059.24,12342.53,No,Yes,Chennai,Vehicle scratched while parked in a mall parking lot.,0
CLM00331,53,Third-Party Fire & Theft,5.1,67723.74,Collision,27-09-2024,27-09-2024,1,3,63114.42,65504.11,Yes,No,Ahmedabad,Vehicle skidded and hit a divider on a wet road.,0
CLM00433,34,Third-Party Fire & Theft,1.5,117247.79,Theft,02-10-2024,22-10-2024,0,0,99194.3,118703.71,Yes,Yes,Lucknow,Tree branch fell on the car during a storm.,0
CLM00277,47,Third-Party,2.3,44527.01,Windshield Damage,11-01-2025,13-01-2025,3,2,43673.98,44204.13,Yes,Yes,Ahmedabad,Windshield cracked due to a stone hit on the highway.,0
CLM01081,56,Third-Party Fire & Theft,1.9,16503.06,Theft,25-07-2023,13-08-2023,0,3,15777.96,16443.16,Yes,,Jaipur,Rear-ended while stopped at a junction.,0
CLM01073,47,Comprehensive,1.2,7088.24,Vandalism,25-02-2024,29-02-2024,0,,7548.88,7424.3,Yes,Yes,Kolkata,Tree branch fell on the car during a storm.,0
CLM00963,20,Comprehensive,3.2,28612.87,Injury/Accident,31-12-2023,03-01-2024,0,1,25442.96,28965.8,,No,Lucknow,Tree branch fell on the car during a storm.,0
CLM01132,38,Comprehensive,5.1,19247.89,Injury/Accident,01-12-2023,04-12-2023,3,6,19214.45,20131.38,Yes,Yes,Bengaluru,Claim filed for total loss shortly after policy purchase.,1
CLM00902,36,Comprehensive,3.3,33511.68,Theft,20-01-2023,04-02-2023,3,0,30627.27,33279.69,Yes,Yes,Kolkata,Vehicle scratched while parked in a mall parking lot.,0
CLM00449,54,Third-Party,1.9,33637.24,Windshield Damage,26-07-2024,30-07-2024,0,2,37996.55,33072.6,Yes,Yes,Delhi,Windshield cracked due to a stone hit on the highway.,0
CLM00386,67,Third-Party,16.4,7202.16,Natural Disaster,26-03-2025,26-03-2025,1,1,7039.33,7133.58,Yes,Yes,Hyderabad,Vehicle skidded and hit a divider on a wet road.,0
CLM01017,39,Third-Party Fire & Theft,6.2,26959.13,Collision,18-08-2024,06-09-2024,3,5,26592.72,26225.77,No,No,Hyderabad,Windshield cracked due to a stone hit on the highway.,0
CLM00525,42,Third-Party Fire & Theft,0.5,13996.41,Vandalism,02-02-2023,02-02-2023,1,0,14048.53,13346.31,Yes,No,Bengaluru,Rear-ended while stopped at a junction.,0
CLM00304,18,Third-Party,1.7,75718.91,Windshield Damage,23-06-2023,24-06-2023,0,0,70995.97,75004.64,No,Yes,Delhi,Vehicle collided with another car at a traffic signal.,0
CLM00488,20,Third-Party,12.7,12796.58,Natural Disaster,08-08-2023,27-08-2023,1,0,13843.56,12792.65,Yes,No,Hyderabad,Tree branch fell on the car during a storm.,0
CLM01042,38,Third-Party Fire & Theft,10.8,56382.91,Natural Disaster,14-07-2024,15-07-2024,0,11,58602.81,54133.57,No,Yes,Coimbatore,Vehicle scratched while parked in a mall parking lot.,0
CLM01130,24,Third-Party Fire & Theft,5.1,32602.49,Natural Disaster,29-12-2025,01-01-2026,0,10,28412.17,31545.79,Yes,Yes,Nagpur,Tree branch fell on the car during a storm.,0
CLM00941,,Third-Party Fire & Theft,1.4,31181.12,Natural Disaster,15-09-2024,16-09-2024,1,1,30685.13,29777.93,Yes,Yes,Kochi,Rear-ended while stopped at a junction.,0
CLM00068,34,Comprehensive,0.1,6501.18,Collision,27-07-2025,06-08-2025,0,12,6121.48,6697.81,Yes,Yes,Mumbai,Windshield cracked due to a stone hit on the highway.,0
CLM00020,25,Comprehensive,1.8,38272.88,Windshield Damage,08-10-2024,12-10-2024,2,1,34714.27,37164.29,Yes,No,Hyderabad,Minor collision while reversing out of a parking spot.,0
CLM00878,52,Comprehensive,1.5,31459.2,Natural Disaster,03-09-2023,04-09-2023,1,4,29322.51,30079.98,Yes,No,Jaipur,Minor collision while reversing out of a parking spot.,0
CLM00325,50,Comprehensive,4.1,47768.99,Fire,09-02-2024,12-02-2024,0,13,44734.81,49600.66,Yes,No,Coimbatore,Car was damaged in heavy rain and flooding.,0
CLM00261,36,Third-Party Fire & Theft,1.3,29591.89,Theft,06-03-2025,04-04-2025,0,0,19752.98,30391.39,Yes,Yes,Pune,Claim submitted just before policy renewal/expiry.,1
CLM00131,31,Third-Party,15.6,54975.5,Theft,29-12-2025,04-01-2026,1,4,51644.3,52718.7,Yes,Yes,Kolkata,Vehicle collided with another car at a traffic signal.,0
CLM00410,18,Third-Party,5.7,17761.09,Injury/Accident,13-05-2023,21-05-2023,4,13,17450.68,18182.94,No,No,Hyderabad,Vehicle scratched while parked in a mall parking lot.,0
CLM00401,55,Third-Party Fire & Theft,3.5,84598.11,Collision,11-11-2023,28-11-2023,0,1,58787.89,81978.92,No,No,Pune,Vehicle skidded and hit a divider on a wet road.,0
CLM00831,25,Third-Party Fire & Theft,11.9,58118.22,Windshield Damage,26-07-2023,29-07-2023,0,22,55776.33,59877.75,Yes,Yes,Surat,Vehicle scratched while parked in a mall parking lot.,0
CLM00055,44,Comprehensive,3.9,28568.47,Theft,12-04-2025,19-04-2025,3,3,20322.33,29966.3,No,No,Ahmedabad,Vehicle skidded and hit a divider on a wet road.,1
CLM00964,35,Comprehensive,0.6,47090.93,Windshield Damage,22-12-2024,22-12-2024,2,3,45839.12,48060.81,No,No,Coimbatore,Vehicle skidded and hit a divider on a wet road.,0
CLM00932,38,Third-Party Fire & Theft,0.8,18749.25,Natural Disaster,22-04-2023,24-04-2023,1,4,18060.18,18320.16,No,Yes,Kochi,Vehicle collided with another car at a traffic signal.,0
CLM01133,42,Third-Party,17.5,8240.34,Vandalism,17-07-2023,24-07-2023,5,7,7698.24,7993.33,Yes,No,Lucknow,Vehicle skidded and hit a divider on a wet road.,0
CLM00151,35,Third-Party Fire & Theft,0.8,22589.23,Natural Disaster,07-07-2024,12-07-2024,1,11,20515.59,21581.12,Yes,No,Ahmedabad,Vehicle skidded and hit a divider on a wet road.,0
CLM01007,35,Third-Party,1.2,29343.69,Vandalism,20-03-2025,24-03-2025,2,3,27306.81,29291.72,Yes,Yes,Ahmedabad,Vehicle collided with another car at a traffic signal.,0
CLM00673,39,Third-Party,0.6,15392.97,Injury/Accident,10-04-2023,12-04-2023,3,1,16117.41,15115.3,Yes,No,Mumbai,Vehicle collided with another car at a traffic signal.,0
CLM01029,20,Third-Party Fire & Theft,2.4,26691.93,Collision,04-06-2023,09-06-2023,5,3,27601.65,27405.95,No,Yes,Surat,Vehicle collided with another car at a traffic signal.,0
CLM01028,39,Comprehensive,2.5,9308.94,Natural Disaster,07-02-2024,19-02-2024,0,,9016.49,9452.87,Yes,Yes,Lucknow,Vehicle scratched while parked in a mall parking lot.,0
CLM00107,42,Third-Party Fire & Theft,4.4,15924.34,Injury/Accident,17-11-2024,21-11-2024,1,4,15963.16,16181.22,Yes,Yes,Surat,Windshield cracked due to a stone hit on the highway.,0
CLM00744,62,Third-Party,1.2,33813.23,Vandalism,05-10-2024,05-10-2024,2,5,31661.81,34731.99,Yes,No,Mumbai,Minor collision while reversing out of a parking spot.,0
CLM01117,19,Third-Party,1.6,20287.64,Vandalism,08-03-2023,09-03-2023,4,2,20541.58,20892.56,Yes,No,Kolkata,Customer requested cash settlement instead of repair.,1
CLM00444,50,Third-Party Fire & Theft,3.2,38059.95,Windshield Damage,21-08-2025,27-08-2025,0,0,31363.89,37106.58,Yes,Yes,Jaipur,Vehicle scratched while parked in a mall parking lot.,0
CLM00750,36,Comprehensive,10.6,22563.04,Collision,08-04-2025,21-04-2025,1,4,19317.83,21536.85,No,Yes,Jaipur,Vehicle skidded and hit a divider on a wet road.,0
CLM00756,39,Third-Party,19.6,37693.78,Windshield Damage,21-09-2023,07-10-2023,4,5,35303.58,37951.4,Yes,Yes,Surat,Windshield cracked due to a stone hit on the highway.,0
CLM00025,45,Third-Party,2.6,56314.74,Collision,07-04-2023,10-04-2023,1,0,47064.57,55564.1,Yes,Yes,Delhi,Windshield cracked due to a stone hit on the highway.,0
CLM00812,39,Third-Party,1,22511.38,Vandalism,28-09-2025,03-10-2025,1,2,22594.83,23634.07,Yes,No,Mumbai,Vehicle scratched while parked in a mall parking lot.,0
CLM00662,55,Third-Party,2.8,25773.85,Collision,21-07-2024,22-07-2024,0,6,27647.49,26166.71,Yes,Yes,Lucknow,Car was damaged in heavy rain and flooding.,0
CLM00839,31,Third-Party,1.5,72757,Injury/Accident,26-06-2025,28-06-2025,1,12,68002.39,69717.62,Yes,Yes,Hyderabad,Tree branch fell on the car during a storm.,0
CLM00534,26,Third-Party Fire & Theft,1,30698.95,Injury/Accident,19-02-2025,21-02-2025,1,5,31476.58,30374.88,No,No,Lucknow,Tree branch fell on the car during a storm.,0
CLM01091,44,Comprehensive,3.3,33926.28,Injury/Accident,15-03-2023,20-03-2023,0,4,31457.94,33180.68,Yes,Yes,Bengaluru,Tree branch fell on the car during a storm.,0
CLM00083,53,Third-Party Fire & Theft,3.9,60611.33,Windshield Damage,12-04-2025,12-04-2025,0,6,59449.77,61627.45,Yes,Yes,Bengaluru,Car was damaged in heavy rain and flooding.,0
CLM00256,42,Third-Party Fire & Theft,0.8,10440.38,Fire,10-08-2023,12-08-2023,0,1,10995.11,10573.02,,Yes,Ahmedabad,Repair invoice submitted without an itemized breakdown.,1
CLM00935,46,Third-Party,7.3,13734.09,Fire,14-04-2023,14-04-2023,3,0,12641.05,13785.74,Yes,No,Jaipur,Rear-ended while stopped at a junction.,0
CLM00870,58,Third-Party Fire & Theft,0.4,18326.41,Theft,30-12-2025,04-01-2026,0,7,19105.91,18528.84,Yes,No,Kochi,Vehicle skidded and hit a divider on a wet road.,0
CLM01116,25,Comprehensive,,37084.7,Windshield Damage,20-09-2023,20-09-2023,3,1,32993.56,36419.53,Yes,Yes,Jaipur,Vehicle collided with another car at a traffic signal.,0
CLM00893,29,Third-Party Fire & Theft,8.5,15833.81,Theft,02-12-2024,05-12-2024,0,5,15154.58,15751.56,Yes,Yes,Pune,Vehicle skidded and hit a divider on a wet road.,0
CLM00874,39,Third-Party,13.9,43547.74,Injury/Accident,02-07-2023,11-07-2023,1,,38229.36,41530.86,No,No,Pune,Rear-ended while stopped at a junction.,0
CLM00614,55,Third-Party,6.6,83667.29,Natural Disaster,08-09-2025,09-09-2025,1,8,72870.45,85680.48,Yes,Yes,Jaipur,Minor collision while reversing out of a parking spot.,0
CLM00380,35,Third-Party Fire & Theft,1.2,34145.93,Collision,01-01-2025,03-01-2025,1,2,28510.57,34471.18,Yes,No,Pune,Windshield cracked due to a stone hit on the highway.,0
CLM00077,28,Comprehensive,0.5,43398.45,Fire,25-09-2023,25-09-2023,0,2,47617.89,42632.57,Yes,No,Delhi,Vehicle scratched while parked in a mall parking lot.,0
CLM00389,49,Third-Party,6,76491.2,Vandalism,30-03-2025,23-04-2025,2,9,67409.19,80433.85,,No,Kolkata,Vehicle skidded and hit a divider on a wet road.,0
CLM00937,44,Third-Party,0.1,43614.72,Vandalism,06-07-2025,07-07-2025,4,5,47033.1,45430.43,Yes,No,Surat,Windshield cracked due to a stone hit on the highway.,0
CLM00407,39,Third-Party,0.4,83116.21,Injury/Accident,02-10-2025,22-10-2025,0,0,66091.05,85711.71,No,No,Mumbai,Rear-ended while stopped at a junction.,0
CLM00292,61,Third-Party Fire & Theft,2.8,88718.11,Natural Disaster,06-11-2024,20-11-2024,0,0,90041.66,86853.21,Yes,Yes,Kolkata,Windshield cracked due to a stone hit on the highway.,0
CLM00795,59,Comprehensive,5.6,6544.93,Collision,01-03-2025,01-03-2025,3,11,6614.75,6410.07,Yes,Yes,Lucknow,Vehicle skidded and hit a divider on a wet road.,0
CLM00716,55,Third-Party Fire & Theft,0.2,135602.48,Fire,24-04-2023,12-05-2023,1,19,91025.85,132733.14,No,Yes,Surat,Claim submitted just before policy renewal/expiry.,1
CLM00111,41,Third-Party Fire & Theft,6.8,39746.13,Natural Disaster,03-02-2024,06-02-2024,0,10,40675.37,38661.57,Yes,No,Ahmedabad,Minor collision while reversing out of a parking spot.,0
CLM00625,18,Third-Party,0.2,3380.15,Collision,16-06-2025,16-06-2025,2,0,3588.01,3388.07,No,Yes,Pune,Vehicle skidded and hit a divider on a wet road.,0
CLM01076,29,Third-Party,4.1,24351.8,Natural Disaster,18-07-2024,26-07-2024,0,3,26924.62,25276.94,Yes,No,Nagpur,Minor collision while reversing out of a parking spot.,0
CLM01066,37,Third-Party Fire & Theft,0.1,26887.29,Theft,03-01-2023,22-01-2023,0,0,21214.23,27889.33,No,No,Jaipur,Minor collision while reversing out of a parking spot.,0
CLM00247,63,Third-Party,3.8,15613.51,Collision,17-01-2025,22-01-2025,2,6,12332.17,15969.61,No,Yes,Mumbai,,0
CLM00146,29,Third-Party,7.9,42179.2,Windshield Damage,05-09-2023,08-09-2023,0,6,36519.32,43637.68,No,No,Pune,Vehicle collided with another car at a traffic signal.,0
CLM01124,40,Third-Party,1.7,27870.15,Theft,08-05-2025,09-05-2025,4,3,28006.53,28158.26,Yes,No,Pune,Customer requested cash settlement instead of repair.,1
CLM00129,22,Third-Party,1.7,13901.84,Vandalism,21-09-2025,21-09-2025,1,7,12435.04,14236.33,Yes,Yes,Kolkata,Vehicle collided with another car at a traffic signal.,0
CLM01107,27,Third-Party Fire & Theft,11.2,20129.22,Theft,02-09-2025,02-09-2025,2,8,14121.46,20666.47,Yes,No,Pune,Tree branch fell on the car during a storm.,0
CLM00623,31,Comprehensive,9.2,22134.37,Collision,18-10-2023,19-10-2023,2,0,,22671.12,Yes,Yes,Hyderabad,Tree branch fell on the car during a storm.,0
CLM01189,41,Third-Party,0.6,34933.34,Natural Disaster,03-09-2023,12-09-2023,0,0,29949.96,33646.02,No,Yes,Nagpur,Minor collision while reversing out of a parking spot.,0
CLM00461,40,Third-Party,0.5,52225.86,Theft,09-12-2025,14-12-2025,0,3,47967.26,52840.88,Yes,No,Delhi,Minor collision while reversing out of a parking spot.,0
CLM00487,35,Third-Party Fire & Theft,2.4,9915.07,Windshield Damage,15-08-2024,29-08-2024,0,4,8918.04,10143.1,No,No,Chennai,Vehicle collided with another car at a traffic signal.,1
CLM01146,44,Comprehensive,5.9,25779.7,Injury/Accident,30-05-2024,19-06-2024,4,1,24964.66,26849.65,Yes,Yes,Bengaluru,Windshield cracked due to a stone hit on the highway.,0
CLM00091,72,Comprehensive,1.4,26135.5,Windshield Damage,25-07-2024,07-08-2024,3,5,19017.61,24922.61,No,No,Kochi,,0
CLM00206,33,Third-Party Fire & Theft,0.5,24703.02,Vandalism,06-09-2023,06-09-2023,0,7,26362.29,25387.42,Yes,No,Kochi,Vehicle collided with another car at a traffic signal.,0
CLM00493,52,Third-Party,1.5,76846.64,Windshield Damage,27-08-2024,30-08-2024,0,0,67588.3,76862.41,Yes,No,Delhi,Rear-ended while stopped at a junction.,0
CLM00171,34,Third-Party,0.3,61970.2,Collision,26-01-2023,21-02-2023,0,2,52793.51,62256.57,Yes,Yes,Ahmedabad,Vehicle scratched while parked in a mall parking lot.,0
CLM01154,62,Third-Party,4,15206.83,Vandalism,11-07-2024,18-07-2024,0,12,15588.19,15608.89,Yes,No,Delhi,Vehicle skidded and hit a divider on a wet road.,0
CLM00745,71,Third-Party Fire & Theft,1.4,48201.86,Fire,01-03-2024,03-03-2024,0,0,47263.7,48429.49,Yes,No,Hyderabad,Vehicle skidded and hit a divider on a wet road.,0
CLM00057,29,Third-Party,0.8,10144.36,Collision,10-03-2025,27-03-2025,1,11,,10138.39,Yes,Yes,Nagpur,Vehicle scratched while parked in a mall parking lot.,0
CLM00405,32,Third-Party,1.1,80343.37,Natural Disaster,30-08-2023,02-09-2023,1,0,70103.97,76633.62,Yes,Yes,Nagpur,Vehicle scratched while parked in a mall parking lot.,0
CLM00600,34,Comprehensive,4.1,29911.26,Fire,30-05-2024,02-06-2024,0,2,27158.65,29717.88,,Yes,Lucknow,Rear-ended while stopped at a junction.,0
CLM01016,23,Comprehensive,1.8,23285.3,Injury/Accident,22-04-2023,22-04-2023,1,0,22057.18,23690.81,No,No,Kochi,Vehicle skidded and hit a divider on a wet road.,0
CLM00098,57,Comprehensive,0.8,35914.92,Injury/Accident,07-11-2024,19-11-2024,4,1,35173.97,36112.44,Yes,Yes,Kochi,Tree branch fell on the car during a storm.,0
CLM00827,36,Third-Party,1.8,44507.75,Natural Disaster,24-03-2025,26-03-2025,0,4,40521.38,42967.97,No,No,Surat,Tree branch fell on the car during a storm.,0
CLM00480,27,Comprehensive,0.3,42131.58,Vandalism,07-11-2024,07-11-2024,0,22,38921.33,42345.07,Yes,Yes,Mumbai,Vehicle skidded and hit a divider on a wet road.,0
CLM00324,36,Third-Party,1,41835.75,Fire,30-10-2023,31-10-2023,3,0,38294.31,42634.73,Yes,Yes,Mumbai,Rear-ended while stopped at a junction.,0
CLM01085,61,Third-Party,3,43990.51,Theft,29-01-2025,29-01-2025,0,9,45670.57,45013.82,Yes,No,Coimbatore,Windshield cracked due to a stone hit on the highway.,0
CLM00099,35,Comprehensive,13.9,10951.42,Injury/Accident,07-09-2024,07-09-2024,1,1,10751.12,11248.32,Yes,Yes,Kochi,Vehicle scratched while parked in a mall parking lot.,0
CLM00425,31,Third-Party Fire & Theft,5.9,19833.84,Theft,12-11-2023,14-11-2023,3,3,17291.42,18975.65,Yes,Yes,Kochi,Car was damaged in heavy rain and flooding.,0
CLM00297,18,Third-Party,4.5,35332.62,Natural Disaster,08-04-2024,15-04-2024,0,5,35527.14,34637.75,No,No,Surat,Minor collision while reversing out of a parking spot.,0
CLM00738,34,Comprehensive,8.1,139347.86,Injury/Accident,18-03-2025,14-04-2025,3,11,96744.95,139273.6,Yes,No,Coimbatore,Incident reported late at night with no witnesses.,1
CLM01138,46,Third-Party,1.3,53276.87,Injury/Accident,11-11-2025,13-11-2025,1,4,51927.97,53426.8,No,No,Nagpur,Claim submitted just before policy renewal/expiry.,1
CLM00903,45,Third-Party Fire & Theft,4,6966.75,Collision,01-12-2025,09-12-2025,0,0,6620.79,6852.7,Yes,Yes,Coimbatore,Vehicle scratched while parked in a mall parking lot.,0
CLM00602,50,Comprehensive,21.7,16744.1,Fire,14-01-2023,14-01-2023,0,1,16968.01,16839.07,Yes,No,Pune,Minor collision while reversing out of a parking spot.,0
CLM01000,27,Comprehensive,1.7,9690.58,Windshield Damage,30-05-2024,01-06-2024,5,0,10090.37,9525.08,Yes,No,Coimbatore,Incident reported late at night with no witnesses.,1
CLM00396,50,Third-Party,1.7,9838.92,Natural Disaster,09-06-2025,09-06-2025,0,22,8376.18,9518.73,No,No,Kochi,Vehicle scratched while parked in a mall parking lot.,1
CLM00427,46,Comprehensive,0.3,32027.7,Collision,04-04-2023,05-04-2023,1,5,26232.55,30877.83,Yes,Yes,Kochi,Vehicle scratched while parked in a mall parking lot.,0
CLM01101,30,Third-Party,1.1,15207.37,Windshield Damage,13-05-2024,25-05-2024,0,3,13874.23,15684.38,Yes,,Nagpur,Tree branch fell on the car during a storm.,0
CLM01039,54,Third-Party,4.2,19822.28,Fire,24-04-2024,02-05-2024,1,2,18393.98,20012.14,No,Yes,Kochi,Vehicle collided with another car at a traffic signal.,1
CLM00253,26,Third-Party Fire & Theft,1.5,8926.55,Fire,04-07-2023,10-07-2023,0,8,10050.31,8685.91,No,Yes,Chennai,Minor collision while reversing out of a parking spot.,0
CLM00239,31,Third-Party,0.3,44037.67,Vandalism,10-09-2024,17-09-2024,0,5,39826.86,45101.79,No,No,Kolkata,Repair invoice submitted without an itemized breakdown.,1
CLM00845,37,Comprehensive,14.7,58061.16,Windshield Damage,29-04-2023,02-05-2023,0,5,54766.18,61046.15,No,No,Chennai,Rear-ended while stopped at a junction.,0
CLM00846,44,Third-Party,1.1,36726.61,Collision,08-01-2025,08-01-2025,4,0,35994.54,37711.97,Yes,Yes,Hyderabad,Repair invoice submitted without an itemized breakdown.,1
CLM00555,56,Third-Party Fire & Theft,0,47428.38,Injury/Accident,22-11-2024,22-11-2024,0,13,49736.23,49368.61,Yes,No,Nagpur,Vehicle scratched while parked in a mall parking lot.,0
CLM00546,59,Third-Party Fire & Theft,1.7,35012.41,Injury/Accident,23-02-2024,02-03-2024,1,7,29554.92,33457.66,Yes,Yes,Bengaluru,Minor collision while reversing out of a parking spot.,0
CLM00251,36,Third-Party,,20354.44,Windshield Damage,24-08-2023,24-08-2023,0,1,20886.3,20961.25,No,Yes,Mumbai,Vehicle skidded and hit a divider on a wet road.,0
CLM00740,48,Third-Party,4.8,9586.73,Fire,07-10-2024,09-10-2024,0,0,8714.32,9324.76,No,Yes,Lucknow,Minor collision while reversing out of a parking spot.,0
CLM00965,33,Third-Party Fire & Theft,2.1,27053.15,Injury/Accident,04-05-2025,10-05-2025,0,3,25131.63,26143.55,No,Yes,Surat,Vehicle scratched while parked in a mall parking lot.,0
CLM00199,46,Third-Party Fire & Theft,15.9,31212.3,Vandalism,13-08-2024,14-08-2024,2,,28550.37,31284.57,Yes,Yes,Surat,Minor collision while reversing out of a parking spot.,0
CLM00898,55,Third-Party,2.4,63119.7,Windshield Damage,31-12-2025,31-12-2025,2,2,64024.62,64166.08,No,Yes,Coimbatore,Vehicle collided with another car at a traffic signal.,0
CLM01062,21,Comprehensive,1.2,15317.82,Collision,03-02-2023,04-02-2023,2,3,14359.02,15218.29,Yes,Yes,Jaipur,Rear-ended while stopped at a junction.,0
CLM00990,21,Comprehensive,3.2,32100.18,Injury/Accident,14-05-2024,19-05-2024,3,7,30090.28,31036.5,Yes,Yes,Kochi,Vehicle collided with another car at a traffic signal.,0
CLM01041,33,Third-Party,1.9,64341.65,Collision,23-03-2023,26-03-2023,1,,63840.75,64018.41,Yes,Yes,Mumbai,Tree branch fell on the car during a storm.,0
CLM00244,53,Third-Party,3.9,109763.09,Windshield Damage,16-04-2024,24-04-2024,1,9,93153.49,110992.55,Yes,Yes,Bengaluru,Tree branch fell on the car during a storm.,0
CLM00067,52,Third-Party,6.4,28291.89,Theft,06-09-2024,12-09-2024,0,2,27370.32,27375.02,No,Yes,Pune,Claim submitted just before policy renewal/expiry.,1
CLM01158,34,Third-Party,4.3,29359.85,Fire,24-04-2025,27-04-2025,0,1,30616.9,30620.55,Yes,Yes,Delhi,Vehicle scratched while parked in a mall parking lot.,0
CLM00934,31,Comprehensive,3.4,31925.62,Collision,03-10-2025,05-10-2025,2,4,24093.64,30920.88,Yes,No,Bengaluru,Tree branch fell on the car during a storm.,0
CLM00360,,Third-Party Fire & Theft,2.8,27713.38,Vandalism,30-01-2025,30-01-2025,2,1,27394.89,27567.78,Yes,Yes,Lucknow,Windshield cracked due to a stone hit on the highway.,0
CLM00096,47,Comprehensive,2.5,21560.74,Fire,01-04-2023,27-04-2023,2,10,19219.1,22600.1,No,Yes,Chennai,Minor collision while reversing out of a parking spot.,1
CLM01180,23,Third-Party,3.9,83478.06,Windshield Damage,20-02-2025,25-02-2025,0,2,87155.08,85206.99,Yes,Yes,Mumbai,Vehicle collided with another car at a traffic signal.,0
CLM00129,22,Third-Party,1.7,13901.84,Vandalism,21-09-2025,21-09-2025,1,7,12435.04,14236.33,Yes,Yes,Kolkata,Vehicle collided with another car at a traffic signal.,0
CLM00522,29,Third-Party,11.4,47602.26,Injury/Accident,18-05-2025,21-05-2025,0,3,49256.42,46696.98,Yes,Yes,Surat,Minor collision while reversing out of a parking spot.,0
CLM00975,39,Comprehensive,2.7,17874.27,Injury/Accident,23-01-2025,31-01-2025,1,0,,17348.62,No,No,Nagpur,Rear-ended while stopped at a junction.,0
CLM00666,35,Third-Party,7.7,36934.69,Collision,10-07-2023,11-07-2023,1,5,34948.7,36819.33,No,No,Jaipur,Minor collision while reversing out of a parking spot.,0
CLM00362,48,Comprehensive,0.5,25288.04,Fire,09-07-2025,12-07-2025,0,0,26410.66,26507.59,Yes,Yes,Surat,Car was damaged in heavy rain and flooding.,0
CLM00485,35,Third-Party Fire & Theft,10.8,18484.62,Injury/Accident,18-03-2023,09-04-2023,2,9,18877.76,19029.75,Yes,Yes,Kolkata,Car was damaged in heavy rain and flooding.,0
CLM00312,34,Third-Party,11.7,31635.01,Collision,16-01-2023,16-01-2023,0,9,30791.68,32459.99,Yes,No,Lucknow,Vehicle skidded and hit a divider on a wet road.,0
CLM00843,37,Comprehensive,7,82458.2,Collision,29-09-2024,30-09-2024,2,13,88186.21,85274.62,Yes,No,Delhi,Incident location does not match customer's usual route.,1
CLM00414,35,Third-Party Fire & Theft,0.2,30027.5,Theft,26-06-2023,07-07-2023,1,0,24618.19,29347.02,Yes,Yes,Hyderabad,Windshield cracked due to a stone hit on the highway.,0
CLM00032,50,Third-Party Fire & Theft,0.4,20476.2,Natural Disaster,12-02-2024,14-02-2024,2,0,19413.48,20744.55,No,No,Pune,Car was damaged in heavy rain and flooding.,0
CLM00766,40,Third-Party Fire & Theft,0,25281.51,Fire,09-09-2025,12-09-2025,0,6,16909,25690.3,No,No,Pune,Vehicle skidded and hit a divider on a wet road.,0
CLM00459,52,Third-Party Fire & Theft,13.9,101424.38,Fire,24-02-2023,30-03-2023,0,3,107770.5,97461.09,Yes,No,Hyderabad,Claim submitted just before policy renewal/expiry.,1
CLM00340,29,Third-Party,0.3,12855.27,Fire,04-03-2025,06-03-2025,1,1,15138.17,13381.43,No,Yes,Nagpur,Incident location does not match customer's usual route.,1
CLM00287,25,Third-Party,17.8,61230.55,Injury/Accident,14-07-2023,17-07-2023,2,18,50576.46,60508.14,Yes,Yes,Kolkata,Tree branch fell on the car during a storm.,0
CLM00460,30,Third-Party Fire & Theft,1.7,16389.13,Windshield Damage,11-04-2024,17-04-2024,1,1,15040.99,15874.95,Yes,No,Coimbatore,Vehicle collided with another car at a traffic signal.,0
CLM00950,29,Third-Party,12.8,30253.17,Theft,25-07-2025,04-08-2025,2,10,26441.9,29380.82,Yes,No,Lucknow,Rear-ended while stopped at a junction.,0
CLM00140,38,Comprehensive,4.1,23113.8,Vandalism,23-08-2023,25-08-2023,1,2,,22948.86,Yes,Yes,Ahmedabad,Rear-ended while stopped at a junction.,0
CLM00849,,Third-Party,1.5,54929.38,Natural Disaster,02-07-2025,10-07-2025,1,1,55062.69,57248,Yes,Yes,Surat,Car was damaged in heavy rain and flooding.,0
CLM01026,31,Third-Party,8.2,11284.59,Fire,17-09-2024,19-09-2024,0,6,11183.39,11461.09,Yes,No,Jaipur,Vehicle skidded and hit a divider on a wet road.,0
